單詞	TF	DF	TF-IDF
地區店頭市場	12	12	4.732778465
在投資特別股	12	12	4.732778465
國金融組織債	12	12	4.732778465
國貨幣計價資	12	12	4.732778465
國與國外地區	12	12	4.732778465
國家經金管會	12	10	4.897410627
國家特性之風	12	12	4.732778465
國家或地區店	12	12	4.732778465
國以下合稱?	12	12	4.732778465
固定或浮動之	12	12	4.732778465
四條第一項第	12	6	5.358674386
含金融資產受	12	12	4.732778465
含承銷中轉換	12	12	4.732778465
否為固定或浮	12	12	4.732778465
否可累積至其	12	12	4.732778465
否具有買回權	12	12	4.732778465
名之公正市調	12	6	5.358674386
合金管會之禁	12	12	4.732778465
合計投資比重	12	9	4.992548743
合計投資比例	12	4	5.72480003
合前述?之比	12	12	4.732778465
各國以下合稱	12	12	4.732778465
司是否具有買	12	12	4.732778465
司將考量特別	12	12	4.732778465
司以其全部或	12	12	4.732778465
司之外的第三	12	12	4.732778465
可轉讓銀?定	12	10	4.897410627
可累積至其他	12	12	4.732778465
可投資之國家	12	12	4.732778465
受益人之權益	12	12	4.732778465
受本目所訂投	12	12	4.732778465
取中長期之投	12	12	4.732778465
及附買回交易	12	12	4.732778465
及進行指數股	12	9	4.992548743
及買回方式等	12	12	4.732778465
及當年度未獲	12	12	4.732778465
及泛太平洋地	12	3	5.984570308
及投資於經下	12	12	4.732778465
及國家特性之	12	12	4.732778465
及具有長期發	12	12	4.732778465
及債券比例之	12	12	4.732778465
參與來自全球	12	12	4.732778465
原始配息基本	12	12	4.732778465
原則上本基?	12	12	4.732778465
印尼機會國家	12	4	5.72480003
升信用評等等	12	12	4.732778465
十四條第一項	12	6	5.358674386
十以下且不得	12	12	4.732778465
區或任一或合	12	3	5.984570308
區店頭市場交	12	12	4.732778465
包括指數股票	12	11	4.811347732
募集發行之外	12	12	4.732778465
動之配息條件	12	12	4.732778465
加權平均股?	12	6	5.358674386
力之投資標的	12	12	4.732778465
前述各國以下	12	12	4.732778465
前述信用評等	12	12	4.732778465
前述?所訂高	12	12	4.732778465
前述?之比?	12	12	4.732778465
則上本基?自	12	12	4.732778465
券經紀商之佣	12	12	4.732778465
券發行篩選條	12	12	4.732778465
券為訴求之基	12	12	4.732778465
券比例之具體	12	12	4.732778465
券本息提供擔	12	12	4.732778465
券及其他經財	12	12	4.732778465
券以新興市場	12	12	4.732778465
券之金額應達	12	12	4.732778465
券之投資比?	12	12	4.732778465
券不包括以國	12	12	4.732778465
利配息與潛在	12	12	4.732778465
利是否為固定	12	12	4.732778465
利是否可累積	12	12	4.732778465
利害關係並具	12	12	4.732778465
別股的股利配	12	12	4.732778465
別股標的產業	12	12	4.732778465
別股性質之有	12	6	5.358674386
別股之股票池	12	12	4.732778465
別股之有價證	12	12	4.732778465
列為長期投資	12	11	4.811347732
列投資比例之	12	12	4.732778465
列情形之一起	12	12	4.732778465
分配的股利是	12	12	4.732778465
分析等投資組	12	12	4.732778465
分散投資於各	12	12	4.732778465
准得於中華民	12	12	4.732778465
准之上述各國	12	12	4.732778465
再輔以信用風	12	12	4.732778465
具體投資策略	12	12	4.732778465
具特別股性質	12	6	5.358674386
具有長期發展	12	12	4.732778465
具有買回權利	12	12	4.732778465
其納入潛在投	12	12	4.732778465
其全部或部分	12	12	4.732778465
其價值與期間	12	12	4.732778465
其他年度與非	12	12	4.732778465
六大重點產業	12	6	5.358674386
公正市調資?	12	6	5.358674386
公司是否具有	12	12	4.732778465
公司將考量特	12	12	4.732778465
公司以其全部	12	12	4.732778465
公司之外的第	12	12	4.732778465
全部或部分資	12	12	4.732778465
全球知名之公	12	6	5.358674386
全球特別股的	12	12	4.732778465
全球具股權性	12	12	4.732778465
全球具優先擔	12	12	4.732778465
入潛在投資特	12	12	4.732778465
入前述?所訂	12	12	4.732778465
償還債券本息	12	12	4.732778465
價資產之價值	12	12	4.732778465
價證券總?額	12	12	4.732778465
價證券發行篩	12	12	4.732778465
價證券及中華	12	12	4.732778465
價分析等投資	12	12	4.732778465
價之亞洲債券	12	12	4.732778465
債券為訴求之	12	12	4.732778465
債券比例之具	12	12	4.732778465
債券本息提供	12	12	4.732778465
債券以新興市	12	12	4.732778465
債券不包括以	12	12	4.732778465
個股的產業地	12	12	4.732778465
信託?約第十	12	6	5.358674386
信託事業對?	12	12	4.732778465
信用風險分析	12	12	4.732778465
信用評等限制	12	12	4.732778465
保障受益人之	12	12	4.732778465
保證或發行於	12	12	4.732778465
保而發行的非	12	12	4.732778465
係指每季終?	12	6	5.358674386
依全球知名之	12	6	5.358674386
供投資人參與	12	12	4.732778465
例達本基金淨	12	4	5.72480003
例之具體投資	12	12	4.732778465
來自全球特別	12	12	4.732778465
低估及具有長	12	12	4.732778465
但上述投資地	12	12	4.732778465
估及具有長期	12	12	4.732778465
估個股的產業	12	12	4.732778465
件及當年度未	12	12	4.732778465
以追求基金長	12	12	4.732778465
以符合前述?	12	12	4.732778465
以投資高收益	12	12	4.732778465
以及買回方式	12	12	4.732778465
以及經?管會	12	12	4.732778465
以其全部或部	12	12	4.732778465
以信用風險分	12	12	4.732778465
以下合稱?亞	12	12	4.732778465
他年度與非累	12	12	4.732778465
人對償還債券	12	12	4.732778465
人參與來自全	12	12	4.732778465
亦?得高於本	12	6	5.358674386
交易所或證券	12	12	4.732778465
交易市場總市	12	6	5.358674386
亞洲及泛太平	12	3	5.984570308
亞太地區之債	12	6	5.358674386
亞太國家之有	12	12	4.732778465
事業機構發?	12	10	4.897410627
事業對?特定	12	12	4.732778465
事本項所列外	12	12	4.732778465
九十以下且不	12	12	4.732778465
之配息頻率條	12	12	4.732778465
之外的第三人	12	12	4.732778465
之外國金融組	12	12	4.732778465
之具體投資策	12	12	4.732778465
之公正市調資	12	6	5.358674386
之價值與期間	12	12	4.732778465
之債券不包括	12	12	4.732778465
主要投資目的	12	12	4.732778465
中長期投資契	12	12	4.732778465
中轉換公司債	12	12	4.732778465
中華民國與國	12	12	4.732778465
中華民國及中	12	12	4.732778465
中建構本基金	12	12	4.732778465
並獲取中長期	12	12	4.732778465
不計入前述?	12	12	4.732778465
不得投資於其	12	12	4.732778465
不含下列標的	12	12	4.732778465
不受本目所訂	12	12	4.732778465
上述投資地區	12	12	4.732778465
上述亞洲及泛	12	3	5.984570308
上本基?自成	12	12	4.732778465
三人對償還債	12	12	4.732778465
一信用評等等	12	12	4.732778465
?本基金所持	12	12	4.732778465
?投資所在國	12	12	4.732778465
?所訂高收益	12	12	4.732778465
?之比?限制	12	12	4.732778465
?本基金自成	12	12	4.732778465
?日起屆滿六	11	11	4.723902779
?市場或經?	11	11	4.723902779
?符合本項第	11	11	4.723902779
?受前述投資	11	11	4.723902779
體投資策略詳	11	11	4.723902779
香港地區證券	11	11	4.723902779
額低於本基金	11	11	4.723902779
額不得低於基	11	11	4.723902779
須符合金管會	11	11	4.723902779
限於經臺灣證	11	11	4.723902779
附買回交?之	11	11	4.723902779
關鍵性零組件	11	10	4.808401503
關本基金投資	11	11	4.723902779
開信用評等機	11	11	4.723902779
金額低於本基	11	11	4.723902779
金淨資產之百	11	9	4.90181051
金投資股票及	11	11	4.723902779
述方式保持之	11	11	4.723902779
資策略詳如本	11	11	4.723902779
資產比重計算	11	11	4.723902779
資於外國債券	11	11	4.723902779
資於前開任一	11	11	4.723902779
資於以美元計	11	11	4.723902779
資於上市及上	11	11	4.723902779
資之金融工具	11	11	4.723902779
證或符合金管	11	9	4.90181051
證或發行於上	11	11	4.723902779
證或發行之高	11	11	4.723902779
證券總金額低	11	11	4.723902779
證券及依?動	11	11	4.723902779
證之總額?得	11	11	4.723902779
調整資產配置	11	11	4.723902779
說明書所列評	11	11	4.723902779
認定之重要科	11	11	4.723902779
詳如本基金公	11	11	4.723902779
該基金投資於	11	11	4.723902779
評等等級如未	11	11	4.723902779
評等之一定等	11	11	4.723902779
託憑證或符合	11	9	4.90181051
託基?受?憑	11	9	4.90181051
規定的評等之	11	11	4.723902779
行之高收益債	11	11	4.723902779
若因年度更替	11	11	4.723902779
興櫃股票及存	11	11	4.723902779
致持有該等有	11	11	4.723902779
自成?日後屆	11	11	4.723902779
自成立之日起	11	11	4.723902779
股票型基金及	11	7	5.124617231
而於中國大陸	11	11	4.723902779
群島及英屬百	11	11	4.723902779
織債券及依?	11	11	4.723902779
總金額低於本	11	11	4.723902779
維持收益定為	11	11	4.723902779
經?管會規定	11	11	4.723902779
級如未達公開	11	11	4.723902779
級以上由國家	11	10	4.808401503
管會規定的評	11	11	4.723902779
策略詳如本基	11	11	4.723902779
等級如未達公	11	11	4.723902779
等等級如未達	11	11	4.723902779
等之一定等級	11	11	4.723902779
稱外國子基?	11	11	4.723902779
礎證券及依?	11	11	4.723902779
益債券不低於	11	11	4.723902779
益人之權益者	11	11	4.723902779
的評等之一定	11	11	4.723902779
發行之高收益	11	11	4.723902779
略詳如本基金	11	11	4.723902779
申報經金管會	11	11	4.723902779
用指數化策略	11	11	4.723902779
理或發行之受	11	11	4.723902779
現為本基金投	11	11	4.723902779
特殊情形下為	11	11	4.723902779
營業日之資產	11	11	4.723902779
港地區證券交	11	11	4.723902779
民國境內之銀	11	11	4.723902779
比例分散投資	11	11	4.723902779
櫃股票及存託	11	11	4.723902779
業日之資產比	11	11	4.723902779
業之投資總額	11	11	4.723902779
核准投資之金	11	11	4.723902779
本基金自成?	11	9	4.90181051
本基金投資股	11	11	4.723902779
有關本基金投	11	11	4.723902779
會規定的評等	11	11	4.723902779
書所列評等者	11	11	4.723902779
易之證券相關	11	11	4.723902779
易之指數股票	11	11	4.723902779
明書所列評等	11	11	4.723902779
日後若因年度	11	11	4.723902779
日之資產比重	11	11	4.723902779
於高股息股票	11	11	4.723902779
於經臺灣證券	11	11	4.723902779
於國內及外之	11	11	4.723902779
於前開任一資	11	11	4.723902779
於以美元計價	11	11	4.723902779
於上市及上櫃	11	11	4.723902779
方式保持之資	11	11	4.723902779
新興市場當地	11	11	4.723902779
散及投資風險	11	11	4.723902779
收益與資本增	11	11	4.723902779
收益債券不低	11	11	4.723902779
投資風險控制	11	11	4.723902779
投資總金額達	11	10	4.808401503
投資於外國債	11	11	4.723902779
投資於前開任	11	11	4.723902779
投資於以美元	11	11	4.723902779
投資於上市及	11	11	4.723902779
投資之金融工	11	11	4.723902779
或經金管會規	11	10	4.808401503
或發行之高收	11	11	4.723902779
或發行之受益	11	11	4.723902779
或投資於中華	11	6	5.261281918
成?日後屆滿	11	11	4.723902779
應依下?規定	11	11	4.723902779
憑證或符合金	11	9	4.90181051
後若因年度更	11	11	4.723902779
式保持之資產	11	11	4.723902779
市場或經?管	11	11	4.723902779
島及英屬百慕	11	11	4.723902779
將該基金投資	11	11	4.723902779
家評等等級如	11	11	4.723902779
家掛牌或交易	11	11	4.723902779
家或機構所發	11	11	4.723902779
家之證券集中	11	11	4.723902779
定的評等之一	11	11	4.723902779
存託憑證總額	11	11	4.723902779
存託憑證或符	11	9	4.90181051
如本基金公開	11	11	4.723902779
如未達公開說	11	11	4.723902779
外地區之有價	11	11	4.723902779
場或經?管會	11	11	4.723902779
報經金管會核	11	11	4.723902779
基金自成?日	11	9	4.90181051
基金淨資產之	11	9	4.90181051
基金所投資之	11	11	4.723902779
地區之證券集	11	11	4.723902779
在國或地區交	11	11	4.723902779
國有價證券包	11	11	4.723902779
國或地區交易	11	11	4.723902779
國店頭市場所	11	11	4.723902779
國家掛牌或交	11	11	4.723902779
國家之證券集	11	11	4.723902779
國外地區之有	11	11	4.723902779
國內及外之有	11	11	4.723902779
告之前一營業	11	11	4.723902779
司所保證或發	11	11	4.723902779
台灣證券交易	11	5	5.422921935
及英屬百慕達	11	11	4.723902779
及維持收益定	11	11	4.723902779
及符合?管會	11	11	4.723902779
及投資風險控	11	11	4.723902779
及外之有價證	11	11	4.723902779
及依?動產證	11	11	4.723902779
及依?融資產	11	11	4.723902779
及人民幣計價	11	11	4.723902779
區分散及投資	11	11	4.723902779
區之證券集中	11	11	4.723902779
包含其他固定	11	11	4.723902779
務之外國基金	11	11	4.723902779
前述方式保持	11	11	4.723902779
前一營業日之	11	11	4.723902779
前一年度股利	11	11	4.723902779
券?符合本項	11	11	4.723902779
券總額不得超	11	11	4.723902779
券總金額低於	11	11	4.723902779
券相關商品之	11	8	5.006232895
券及依?動產	11	11	4.723902779
券及依?融資	11	11	4.723902779
券不低於本基	11	11	4.723902779
分散及投資風	11	11	4.723902779
准投資之金融	11	11	4.723902779
其企業所發?	11	11	4.723902779
公告之前一營	11	11	4.723902779
公司所保證或	11	11	4.723902779
內及外之有價	11	11	4.723902779
僅限於經臺灣	11	11	4.723902779
債券型子基金	11	11	4.723902779
債券及依?融	11	11	4.723902779
債券不低於本	11	11	4.723902779
保持之資產比	11	11	4.723902779
例分散投資於	11	11	4.723902779
以致持有該等	11	11	4.723902779
以外幣計價之	11	11	4.723902779
以上由國家或	11	10	4.808401503
他債券總額不	11	11	4.723902779
交?市場或經	11	11	4.723902779
交易之證券相	11	11	4.723902779
交易之指數股	11	11	4.723902779
事業之投資總	11	10	4.808401503
之資產比重計	11	11	4.723902779
之有價證券或	11	11	4.723902779
之前一營業日	11	11	4.723902779
之上述各國之	11	11	4.723902779
主要投資國家	11	11	4.723902779
並追求長期之	11	11	4.723902779
並申報經金管	11	11	4.723902779
並應依以下規	11	11	4.723902779
且投資於股票	11	11	4.723902779
且投資於外國	11	11	4.723902779
且投資於前述	11	11	4.723902779
上開信用評等	11	11	4.723902779
上述各國之店	11	11	4.723902779
上由國家或機	11	10	4.808401503
一營業日之資	11	11	4.723902779
一年度股利率	11	11	4.723902779
?投資於國內	11	11	4.723902779
?市場及美國	10	10	4.71090304
?之受?憑證	10	10	4.71090304
?動性及維持	10	10	4.71090304
?表現之指?	10	5	5.312963032
?股票型基金	10	5	5.312963032
?管會之限制	10	10	4.71090304
?操作上將結	10	10	4.71090304
?主要以投資	10	10	4.71090304
?約終止前一	10	10	4.71090304
投資於本國	10	10	4.71090304
投資於本國	10	10	4.71090304
點與公布時間	10	10	4.71090304
點所述之任一	10	10	4.71090304
點心債券之總	10	10	4.71090304
高?動性及維	10	10	4.71090304
高於整體市場	10	10	4.71090304
高收益債券定	10	10	4.71090304
高戰術配置的	10	10	4.71090304
體面經濟指標	10	10	4.71090304
體特別股投資	10	10	4.71090304
風險對價關係	10	10	4.71090304
類特別股價格	10	10	4.71090304
類公司基本面	10	10	4.71090304
額占本基金淨	10	10	4.71090304
額佔本子基金	10	10	4.71090304
額不得低於該	10	10	4.71090304
預期報酬與風	10	10	4.71090304
須搭配其他總	10	10	4.71090304
項目等資產種	10	10	4.71090304
面變化皆會產	10	10	4.71090304
面清單準則進	10	10	4.71090304
面事件等暫時	10	10	4.71090304
靈活應對各種	10	10	4.71090304
集團母公司為	10	10	4.71090304
